row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_MeOH_t1_modified.mzXML Peak area,NEG_MeOH_t2_modified.mzXML Peak area,NEG_MeOH_t3_modified.mzXML Peak area,NEG_MAZ_21_t1_modified.mzXML Peak area,NEG_MAZ_21_t2_modified.mzXML Peak area,NEG_MAZ_21_t3_modified.mzXML Peak area,NEG_MAZ_19_t1_modified.mzXML Peak area,NEG_MAZ_19_t2_modified.mzXML Peak area,NEG_MAZ_19_t3_modified.mzXML Peak area,NEG_MAZ_18_t1_modified.mzXML Peak area,NEG_MAZ_18_t2_modified.mzXML Peak area,NEG_MAZ_18_t3_modified.mzXML Peak area,NEG_MAZ_17_t1_modified.mzXML Peak area,NEG_MAZ_17_t2_modified.mzXML Peak area,NEG_MAZ_17_t3_modified.mzXML Peak area,NEG_MAZ_16_t1_modified.mzXML Peak area,NEG_MAZ_16_t2_modified.mzXML Peak area,NEG_MAZ_16_t3_modified.mzXML Peak area,
386,461.1091779986792,5.589414,,,,,,,,,,,0,0,0,477.10596,477.10596,449.26093,0,0,0,0,0,0,0,0,0,1244.8656,1119.4811,1089.7407,
387,397.11394128883165,5.614105,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,510.7524,396.13458,490.80078,0,0,0,
388,447.18723338722293,5.614105,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1184.072,998.9401,1228.797,0,0,0,
389,475.2184976960979,5.6278386,,,,,,,,,,,0,0,0,802.7512,802.7512,708.62305,0,0,0,0,0,0,0,0,0,1414.2521,1255.1833,1173.8131,
390,423.1614900161894,5.6328664,,,,,,,,,,,0,0,0,1211.4246,1211.4246,1448.6183,0,0,0,0,0,0,0,0,0,0,0,0,
391,385.1869375691078,5.633755,,,,,,,,,,,0,0,0,1491.2595,1491.2595,1492.3964,0,0,0,0,0,0,0,0,0,2472.6497,2233.1528,2307.6704,
392,431.1924043757881,5.655353,,,,,,,,,,,0,0,0,21775.123,21775.123,21424.791,5895.8135,5766.6904,5841.519,5186.654,5219.4697,5251.5835,3685.0193,3273.4016,4113.5684,33002.64,30172.549,31142.465,
393,421.16363794474205,5.6565223,,,,,,,,,,,0,0,0,3552.1494,3552.1494,4491.1562,1298.8021,1309.223,1322.5442,1181.4816,1155.2166,1123.8098,863.3442,712.287,803.98157,5145.1416,4652.97,4992.061,
394,403.19711142966213,5.6731167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,290.5472,251.00682,369.58276,0,0,0,
395,503.1186464219497,5.7039332,,,,,,,,,,,0,0,0,197.00491,197.00491,195.17316,0,0,0,0,0,0,0,0,0,0,0,0,
396,207.02992295122803,5.714211,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1070.5192,915.57166,1161.2618,0,0,0,
397,403.161031014462,5.7285976,,,,,,,,,,,0,0,0,0,0,0,415.9808,356.7674,361.985,710.63306,651.86707,750.4566,740.46747,592.16705,785.5894,0,0,0,
398,449.202522458204,5.7355533,,,,,,,,,,,0,0,0,0,0,0,1144.7146,1019.86145,784.6351,0,0,0,1335.6459,1137.0951,1437.9998,0,0,0,
399,385.06967805872546,5.7378335,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,517.0386,397.8721,513.9765,0,0,0,
400,335.077586048388,5.738853,,,,,,,,,,,0,0,0,912.5989,912.5989,899.4313,0,0,0,261.13394,251.39322,287.655,0,0,0,0,0,0,
401,375.10876286423104,5.7392726,,,,,,,,,,,0,0,0,302.18967,302.18967,310.9561,0,0,0,0,0,0,0,0,0,0,0,0,
402,741.1871241385893,5.740805,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.28001,179.7359,186.16866,
403,435.12988932529964,5.7418027,,,,,,,,,,,0,0,0,378.5344,378.5344,452.55127,0,0,0,202.94069,238.1369,229.4076,0,0,0,0,0,0,
404,675.1930674346994,5.7482495,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,846.9729,687.84094,845.59595,8712.842,8479.799,8215.928,
405,277.1291940454453,5.7499337,,,,,,,,,,,0,0,0,0,0,0,0,0,0,300.9052,246.7314,296.0885,518.34424,435.18518,567.41064,0,0,0,
406,423.1299132794621,5.7518916,,,,,,,,,,,0,0,0,243.84628,243.84628,251.73596,0,0,0,0,0,0,0,0,0,154.02519,148.33752,154.84976,
407,235.11876054657685,5.7587667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,315.25742,327.96863,319.92514,551.4248,478.15793,689.35376,0,0,0,
408,371.09843038865523,5.7589803,,,,,,,,,,,0,0,0,0,0,0,1597.5096,1544.6735,1569.297,0,0,0,1953.2753,1664.9241,2006.2458,0,0,0,
409,429.1439274245804,5.7629166,,,,,,,,,,,0,0,0,316.11813,316.11813,303.29843,0,0,0,0,0,0,0,0,0,0,0,0,
410,385.1143060115258,5.7650366,,,,,,,,,,,0,0,0,1018.3251,1018.3251,1033.6635,0,0,0,792.8774,890.55743,844.1524,0,0,0,1133.878,939.6049,1049.5095,
411,421.0779330010264,5.7704134,,,,,,,,,,,0,0,0,0,0,0,0,0,0,634.0636,360.45862,302.02975,310.39655,272.21722,313.3583,1025.0092,1311.2626,429.18564,
412,725.1939641125683,5.771297,,,,,,,,,,,0,0,0,646.1013,646.1013,595.13403,0,0,0,577.20306,497.72842,478.40976,0,0,0,0,0,0,
413,655.1878721427506,5.790806,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,215.14622,159.78601,203.58064,0,0,0,
414,813.224110152203,5.823422,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.49582,306.49594,279.1127,
415,403.19768420622216,5.832089,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,647.0703,531.18604,717.1785,0,0,0,
416,623.1594208862115,5.8330216,,,,,,,,,,,0,0,0,0,0,0,0,0,0,238.04669,205.0767,218.72551,0,0,0,0,0,0,
417,555.1719995827635,5.835917,,,,,,,,,,,0,0,0,1459.1036,1459.1036,1495.5996,1049.5558,804.3336,1016.72144,3093.364,3077.3992,3058.4717,3253.412,2517.3674,3221.0334,0,0,0,
418,609.146079248769,5.839297,,,,,,,,,,,0,0,0,0,0,0,1978.5369,1781.5785,1666.2715,177.60681,134.0809,136.38196,7918.4287,7578.4126,8820.676,827.4438,700.21533,717.081,
419,581.1516882554916,5.850961,,,,,,,,,,,0,0,0,1041.0428,1041.0428,942.2517,0,0,0,0,0,0,0,0,0,0,0,0,
420,625.1772085947932,5.8670015,,,,,,,,,,,0,0,0,0,0,0,295.49887,270.7783,262.63077,0,0,0,529.80634,389.53806,488.3855,369.6615,327.0505,330.48648,
421,667.1878962994984,5.8675113,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2163.527,1469.4843,2008.2407,0,0,0,
422,735.1740591081319,5.8675113,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,197.0707,124.94953,152.8302,0,0,0,
423,506.2035968377085,5.8687,,,,,,,,,,,0,0,0,740.5148,740.5148,765.7315,0,0,0,0,0,0,0,0,0,0,0,0,
424,225.08032525523745,5.8734665,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2625.3884,1982.694,2764.5454,0,0,0,
425,435.223535784337,5.880661,,,,,,,,,,,0,0,0,0,0,0,463.89343,431.62686,418.14117,0,0,0,0,0,0,0,0,0,
426,399.13318717230567,5.8969836,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,225.0418,205.9404,283.5416,0,0,0,
427,547.2396897290811,5.8992195,,,,,,,,,,,0,0,0,254.06084,254.06084,263.31412,0,0,0,0,0,0,0,0,0,379.57816,90.06015,156.82591,
428,567.136090058122,5.911139,,,,,,,,,,,0,0,0,215.12558,215.12558,261.3755,0,0,0,0,0,0,0,0,0,790.637,632.8298,561.7117,
429,529.1927751259868,5.9147835,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,260.14557,199.65314,261.42,0,0,0,
430,407.135120338328,5.9175315,,,,,,,,,,,0,0,0,6344.717,6344.717,6715.1724,697.47437,655.8529,597.48755,2198.2498,2272.6511,2225.4363,0,0,0,646.25806,574.34,594.89136,
431,367.10375519066747,5.918736,,,,,,,,,,,0,0,0,718.7093,718.7093,725.63745,0,0,0,877.334,851.58636,847.3802,0,0,0,0,0,0,
432,593.2453513655367,5.931764,,,,,,,,,,,0,0,0,483.32352,483.32352,492.8391,0,0,0,0,0,0,0,0,0,501.0076,338.86334,433.16104,
433,595.1666263545002,5.938289,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2434.5325,1766.108,2074.288,0,0,0,
434,825.224582832789,5.939511,,,,,,,,,,,0,0,0,0,0,0,392.7592,240.77399,300.22083,0,0,0,0,0,0,0,0,0,
435,395.098596380626,5.9490223,,,,,,,,,,,0,0,0,2705.2937,2705.2937,2689.062,218.79077,243.1789,239.60274,0,0,0,0,0,0,211.12834,225.08278,232.05885,
436,509.13054427094727,5.9589944,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.08011,133.07776,170.2791,
437,273.07694296882244,5.9767947,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.3,313.16348,283.45355,
438,677.1326648870282,5.9856057,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,603.6025,504.01505,589.0873,0,0,0,
439,463.0883209036383,5.995087,,,,,,,,,,,0,0,0,147.11581,147.11581,133.51865,336.38474,226.43044,222.61969,166.02135,172.23712,100.13198,0,0,0,0,0,0,
440,375.1660506839503,5.998394,,,,,,,,,,,0,0,0,0,0,0,499.7365,492.71317,600.62463,0,0,0,0,0,0,0,0,0,
441,411.1297817399149,6.0004888,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.95737,236.64214,238.27812,
442,497.178567943558,6.00755,,,,,,,,,,,0,0,0,233.81973,233.81973,205.79492,0,0,0,0,0,0,0,0,0,0,0,0,
443,433.2080030246015,6.013126,,,,,,,,,,,0,0,0,403.439,403.439,425.21713,884.62427,835.8494,778.7313,275.99396,288.1756,281.02347,0,0,0,0,0,0,
444,583.1667653461634,6.0335717,,,,,,,,,,,0,0,0,0,0,0,285.22186,307.76718,318.2556,0,0,0,0,0,0,0,0,0,
445,419.13503230263956,6.035933,,,,,,,,,,,0,0,0,887.1883,887.1883,1065.0862,0,0,0,374.09204,403.8273,434.53076,534.9071,402.45422,651.69403,1507.2964,1453.0337,1686.3954,
446,417.0804789012146,6.054439,,,,,,,,,,,0,0,0,339.88538,339.88538,274.33148,0,0,0,0,0,0,0,0,0,0,0,0,
447,377.1815817249547,6.0748444,,,,,,,,,,,0,0,0,0,0,0,967.9026,834.973,1054.4028,0,0,0,0,0,0,0,0,0,
448,489.10404778548263,6.0774,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.09583,205.95343,209.01578,
449,549.1250228133595,6.0774,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.45007,301.88605,277.82007,
450,567.1355950362919,6.080807,,,,,,,,,,,0,0,0,440.45377,440.45377,418.30222,387.3645,308.34894,368.826,0,0,0,0,0,0,1078.4633,886.4649,758.10516,
451,425.06202975490515,6.0808716,,,,,,,,,,,0,0,0,0,0,0,547.5682,548.1472,586.2239,0,0,0,0,0,0,0,0,0,
452,363.1297444814366,6.0915,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1214.2876,964.51,1230.1793,0,0,0,
453,389.085405196518,6.092655,,,,,,,,,,,0,0,0,0,0,0,338.49722,330.6284,294.11157,0,0,0,0,0,0,0,0,0,
454,435.0908106846241,6.1039777,,,,,,,,,,,0,0,0,0,0,0,2109.8674,2166.097,2013.1954,0,0,0,399.702,361.42337,555.5359,0,0,0,
455,513.0707956558631,6.10915,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,795.9565,617.2687,748.20996,0,0,0,
456,755.2036647336514,6.12565,,,,,,,,,,,0,0,0,194.39186,194.39186,186.55434,0,0,0,0,0,0,0,0,0,0,0,0,
457,527.0866008999136,6.132572,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5334.427,4211.133,5496.5845,0,0,0,
458,595.0743352097453,6.132572,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,492.551,383.97427,474.39368,0,0,0,
459,435.1298289594418,6.138115,,,,,,,,,,,0,0,0,567.2848,567.2848,525.7307,0,0,0,253.08925,200.9308,224.14072,0,0,0,1145.4558,1121.4597,1062.0167,
460,237.07682396664237,6.1469502,,,,,,,,,,,0,0,0,0,0,0,0,0,0,171.12619,168.22508,158.52246,0,0,0,0,0,0,
461,367.10359591893706,6.1496367,,,,,,,,,,,0,0,0,1164.0282,1164.0282,1099.742,19493.736,19121.531,18843.662,139.3616,131.2983,157.82182,3349.399,2755.4768,3317.4219,1845.9396,1705.1522,1855.882,
462,463.2549400423148,6.156033,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,420.8778,349.0204,458.92545,0,0,0,
463,385.11400557265006,6.1620107,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,966.5743,893.2695,1131.3357,0,0,0,
464,463.0882312294636,6.1650276,,,,,,,,,,,0,0,0,442.27716,442.27716,397.10934,0,0,0,231.43344,200.93161,189.31203,0,0,0,0,0,0,
465,427.1642061883263,6.16555,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.81195,284.6755,299.0302,
466,173.04550927590344,6.169222,,,,,,,,,,,0,0,0,0,0,0,1303.1746,1299.8075,1225.4777,0,0,0,0,0,0,0,0,0,
467,505.13498149662274,6.1762695,,,,,,,,,,,0,0,0,0,0,0,1288.2426,1246.3097,1124.7883,0,0,0,0,0,0,5756.442,5311.3276,5208.8037,
468,541.1118226729113,6.1772995,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.6649,500.3913,545.48254,
469,573.1227331488202,6.1832223,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514.11975,411.06326,459.5776,
470,293.1605200905257,6.192961,,,,,,,,,,,0,0,0,0,0,0,365.684,290.4556,356.01135,0,0,0,0,0,0,0,0,0,
471,335.1712171103249,6.192961,,,,,,,,,,,0,0,0,0,0,0,1377.5754,1145.276,1490.5105,0,0,0,0,0,0,0,0,0,
472,403.1587397807825,6.1988835,,,,,,,,,,,0,0,0,0,0,0,242.04646,217.51474,224.79654,0,0,0,0,0,0,0,0,0,
473,96.96000396366702,6.2267113,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1118.1992,988.9564,1245.6908,0,0,0,
474,235.06460297807985,6.2267838,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,931.9165,716.0302,1071.6295,0,0,0,
475,267.09079521646305,6.2314887,,,,,,,,,,,0,0,0,6777.6807,6777.6807,6483.3843,0,0,0,0,0,0,0,0,0,0,0,0,
476,335.0776631351537,6.2314887,,,,,,,,,,,0,0,0,695.0664,695.0664,757.1348,0,0,0,0,0,0,0,0,0,0,0,0,
477,581.1509630104491,6.2314887,,,,,,,,,,,0,0,0,1096.2584,1096.2584,1092.5771,0,0,0,0,0,0,0,0,0,0,0,0,
478,593.1511203271666,6.244428,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5498.996,4597.3174,5669.1455,0,0,0,
479,661.1384112306251,6.244428,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,415.41528,371.606,426.02795,0,0,0,
480,527.0864383493271,6.2562165,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5657.539,4507.023,5530.017,0,0,0,
481,595.073745973256,6.2562165,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,483.0873,415.8357,474.90765,0,0,0,
482,565.1934170617952,6.2868896,,,,,,,,,,,0,0,0,0,0,0,0,0,0,275.5766,287.52893,289.63904,0,0,0,0,0,0,
483,359.0748260809797,6.3031077,,,,,,,,,,,0,0,0,0,0,0,339.8129,322.14294,326.8995,0,0,0,2041.6975,1897.1298,2240.3843,855.86725,763.8904,805.3328,
484,191.0561516085094,6.303467,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,4062.891,3631.2898,4740.919,0,0,0,
485,675.1926900537028,6.303467,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1286.9631,983.75714,1351.7605,0,0,0,
486,337.0928633211892,6.3093553,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,13363.576,11739.4375,14910.112,0,0,0,
487,697.174795252392,6.3093553,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1089.585,672.1541,965.19104,0,0,0,
488,571.1461085748838,6.312408,,,,,,,,,,,0,0,0,442.95883,442.95883,543.9162,0,0,0,976.0157,989.09314,877.3291,0,0,0,0,0,0,
489,667.1871979584602,6.3203835,,,,,,,,,,,0,0,0,167.46822,167.46822,158.67778,0,0,0,0,0,0,0,0,0,0,0,0,
490,299.1136693004264,6.3274226,,,,,,,,,,,0,0,0,0,0,0,114.501114,104.610634,106.31491,0,0,0,0,0,0,0,0,0,
491,341.12414702204455,6.3274837,,,,,,,,,,,0,0,0,0,0,0,384.42108,384.50626,347.67654,0,0,0,0,0,0,0,0,0,
492,423.17931684906733,6.328361,,,,,,,,,,,0,0,0,0,0,0,0,0,0,339.73663,353.3784,339.02625,0,0,0,0,0,0,
493,471.05995389592135,6.3313556,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891.02734,818.76855,850.3837,
494,461.10871750834804,6.3431554,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931.3956,872.7009,954.7141,
495,551.1403896983151,6.3506503,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,548.69556,404.21765,510.00308,0,0,0,
496,479.24940513236805,6.3578835,,,,,,,,,,,0,0,0,0,0,0,0,0,0,198.79297,189.6925,212.05835,0,0,0,0,0,0,
497,435.22342074097145,6.3637834,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5683.9526,5861.4746,5849.6343,0,0,0,0,0,0,
498,343.1066523982827,6.3732505,,,,,,,,,,,0,0,0,344.14606,344.14606,341.566,0,0,0,0,0,0,0,0,0,0,0,0,
499,425.19476127550905,6.375606,,,,,,,,,,,0,0,0,0,0,0,0,0,0,857.4656,859.4278,869.0294,0,0,0,0,0,0,
500,509.1659903587872,6.3786163,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.24864,201.77779,204.5743,
501,465.1400738483135,6.3845773,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151.5557,2064.4797,2061.6245,
502,497.1214943828231,6.397789,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,590.5059,308.56638,355.1399,0,0,0,
503,529.1319686585506,6.397789,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,427.78162,358.66058,374.84512,0,0,0,
504,461.14529677123875,6.4018726,,,,,,,,,,,0,0,0,766.391,766.391,749.1542,0,0,0,620.7278,652.2934,588.36505,3891.6755,2936.7983,3782.1003,0,0,0,
505,407.1922843714524,6.4041057,,,,,,,,,,,0,0,0,0,0,0,185.87708,504.62784,423.89658,0,0,0,0,0,0,0,0,0,
506,449.1087095761407,6.423044,,,,,,,,,,,0,0,0,652.8529,652.8529,590.06006,0,0,0,0,0,0,0,0,0,650.25757,655.2399,680.5572,
507,433.20784374817686,6.427413,,,,,,,,,,,0,0,0,405.3835,405.3835,368.2946,0,0,0,1940.5376,1907.9597,2269.6533,563.2957,473.40762,462.20566,0,0,0,
508,539.234610132373,6.4275775,,,,,,,,,,,0,0,0,0,0,0,379.1004,282.1271,328.81583,0,0,0,0,0,0,0,0,0,
509,657.1586617416436,6.444328,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1886.7935,1414.9381,1575.7505,297.21533,254.77843,225.37424,
510,667.1875273886795,6.444439,,,,,,,,,,,0,0,0,331.70975,331.70975,298.66107,395.84125,348.0841,316.88754,0,0,0,7400.1177,5431.434,6575.2334,1244.5432,923.55725,940.31274,
511,735.1745513357582,6.444983,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,703.1126,440.81317,528.8998,0,0,0,
512,415.1248589694101,6.461622,,,,,,,,,,,0,0,0,509.1447,509.1447,452.58118,0,0,0,0,0,0,0,0,0,0,0,0,
513,403.16079005970033,6.462415,,,,,,,,,,,0,0,0,0,0,0,338.34564,345.9322,356.25323,0,0,0,379.66556,264.54724,314.49603,245.67041,190.32059,230.98227,
514,435.12971461210606,6.4644036,,,,,,,,,,,0,0,0,277.47678,277.47678,234.71909,0,0,0,211.64113,198.66342,211.48073,0,0,0,1056.4952,866.01373,882.34094,
515,167.03483581569984,6.468717,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1548.0607,1236.3008,1561.4972,0,0,0,
516,573.1616073770334,6.485378,,,,,,,,,,,0,0,0,110.116684,110.116684,113.37675,0,0,0,0,0,0,0,0,0,0,0,0,
517,559.1667401920639,6.486422,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,426.04608,327.19626,444.31052,0,0,0,
518,249.07679185060513,6.497633,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,332.25812,259.40588,331.1654,471.68066,432.09387,447.61758,
519,595.1303795636258,6.514633,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.1828,219.75775,227.325,
520,423.12969031413974,6.5266857,,,,,,,,,,,0,0,0,264.53702,264.53702,276.9306,0,0,0,0,0,0,0,0,0,448.1659,443.49695,442.0171,
521,543.172020791105,6.533446,,,,,,,,,,,0,0,0,0,0,0,1201.4695,981.9205,1149.4596,664.14307,639.15985,633.46106,684.135,491.33423,649.6715,471.07587,417.15018,398.23685,
522,391.1605332440629,6.539583,,,,,,,,,,,0,0,0,0,0,0,123.24986,135.6338,140.97905,0,0,0,0,0,0,0,0,0,
523,655.1871264387692,6.5516167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,163.93536,152.16661,182.27933,0,0,0,
524,643.1680203715584,6.556289,,,,,,,,,,,0,0,0,218.53853,218.53853,234.26813,0,0,0,0,0,0,0,0,0,0,0,0,
525,461.1454467405563,6.5688887,,,,,,,,,,,0,0,0,791.6319,791.6319,783.82837,0,0,0,585.4312,536.31384,577.50085,2613.6658,2134.6855,2724.2158,0,0,0,
526,363.12003465574793,6.5693,,,,,,,,,,,0,0,0,0,0,0,0,0,0,228.94766,211.67525,238.87878,255.82628,253.28139,273.5819,0,0,0,
527,597.2759033326153,6.575255,,,,,,,,,,,0,0,0,0,0,0,0,0,0,231.47711,206.21484,218.09106,0,0,0,0,0,0,
528,475.088164690869,6.582584,,,,,,,,,,,0,0,0,783.2091,783.2091,813.89264,0,0,0,0,0,0,0,0,0,818.2922,732.8871,742.85657,
529,395.19222916795155,6.5858226,,,,,,,,,,,0,0,0,517.2221,517.2221,481.09058,0,0,0,0,0,0,0,0,0,0,0,0,
530,675.1929241386958,6.591139,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710.2239,2284.8535,2396.611,
531,629.1282045671412,6.604689,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,711.26575,554.604,578.05286,0,0,0,
532,593.1513089251534,6.610539,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,23983.63,22421.92,26321.031,0,0,0,
533,661.1387761109554,6.610539,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2491.6301,2254.9954,2508.9587,0,0,0,
534,729.1257434246376,6.616444,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,545.3524,478.70526,514.38824,0,0,0,
535,677.1329232943109,6.621044,,,,,,,,,,,0,0,0,830.75745,830.75745,718.92303,0,0,0,0,0,0,0,0,0,0,0,0,
536,609.145990944496,6.62162,,,,,,,,,,,0,0,0,7648.9517,7648.9517,7538.9805,3376.7913,2950.6318,3024.406,467.61044,406.49918,428.05612,0,0,0,4597.673,3948.2017,4217.256,
537,813.2242867382732,6.633225,,,,,,,,,,,0,0,0,0,0,0,548.2039,353.7018,271.24988,0,0,0,0,0,0,2892.695,1448.7853,1563.6615,
538,525.1614728408248,6.645861,,,,,,,,,,,0,0,0,0,0,0,1910.2933,1784.1029,1821.5364,0,0,0,1929.8468,1612.8464,2065.4646,0,0,0,
539,517.096396755221,6.660761,,,,,,,,,,,0,0,0,0,0,0,0,0,0,478.15698,424.63242,529.1865,537.0287,566.1645,636.65375,0,0,0,
540,449.1090239788162,6.661486,,,,,,,,,,,0,0,0,2662.6926,2662.6926,2632.0435,0,0,0,1858.9076,1689.693,2074.6758,2425.1443,2446.887,3066.186,1607.4752,1448.6642,1504.4453,
541,393.11893454394254,6.661961,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11864.909,10697.363,11295.968,
542,505.1351179967385,6.6813664,,,,,,,,,,,0,0,0,0,0,0,342.87592,406.0867,604.3415,0,0,0,0,0,0,0,0,0,
543,445.20791931222556,6.6933274,,,,,,,,,,,0,0,0,0,0,0,420.31018,375.48013,341.54114,0,0,0,0,0,0,0,0,0,
544,565.1565374098976,6.6969867,,,,,,,,,,,0,0,0,1220.468,1220.468,1198.3175,494.0465,519.4665,460.32764,790.7529,798.83954,781.15466,0,0,0,0,0,0,
545,590.1270131116042,6.703714,,,,,,,,,,,0,0,0,793.25214,793.25214,743.8925,0,0,0,0,0,0,0,0,0,500.61014,470.19922,444.9992,
546,655.1882138688621,6.7049003,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,333.93658,190.79489,308.80646,0,0,0,
547,549.2554241291351,6.7054,,,,,,,,,,,0,0,0,0,0,0,0,0,0,954.5702,499.28766,948.1002,0,0,0,0,0,0,
548,579.135633254951,6.706914,,,,,,,,,,,0,0,0,56166.473,56166.473,57786.668,13462.271,13053.885,12656.327,4520.038,4323.8086,4261.9185,2060.002,1871.1967,2311.5757,38781.09,37217.56,38179.99,
549,647.1228228825433,6.7092648,,,,,,,,,,,0,0,0,3503.737,3503.737,3402.8867,1360.6858,1226.6953,1193.0109,538.9992,467.5619,457.0726,223.89566,223.30968,263.3888,2793.6453,2702.0403,2701.5264,
550,601.1180375681605,6.7096725,,,,,,,,,,,0,0,0,494.237,494.237,530.3921,0,0,0,0,0,0,0,0,0,321.32092,329.94516,386.0611,
551,1159.2822457013062,6.709867,,,,,,,,,,,0,0,0,377.7306,377.7306,317.44458,0,0,0,0,0,0,0,0,0,0,0,0,
552,637.09420202448,6.7100797,,,,,,,,,,,0,0,0,538.7599,538.7599,705.5933,276.1882,241.93814,237.4299,0,0,0,0,0,0,463.76562,448.34543,465.01462,
553,615.1122959968894,6.7101235,,,,,,,,,,,0,0,0,785.809,785.809,1162.286,191.54471,169.22006,183.12257,0,0,0,0,0,0,626.366,555.20557,547.63684,
554,623.1610940934028,6.7152,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543.59015,481.9079,463.62286,
555,755.2044982653819,6.7346554,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,343.62097,223.24052,527.4608,0,0,0,
556,433.2080594385161,6.7466946,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1053.6869,1014.25214,985.85516,0,0,0,0,0,0,
557,717.2039478945229,6.7523,,,,,,,,,,,0,0,0,0,0,0,713.3542,461.74207,500.33685,0,0,0,0,0,0,0,0,0,
