row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_MeOH_t1_modified.mzXML Peak area,POS_MeOH_t2 _modified.mzXML Peak area,POS_MeOH_t3_modified.mzXML Peak area,POS_MAZ_21_t1_modified.mzXML Peak area,POS_MAZ_21_t2_modified.mzXML Peak area,POS_MAZ_21_t3_modified.mzXML Peak area,POS_MAZ_19_t1_modified.mzXML Peak area,POS_MAZ_19_t2_modified.mzXML Peak area,POS_MAZ_19_t3_modified.mzXML Peak area,POS_MAZ_18_t1_modified.mzXML Peak area,POS_MAZ_18_t2_modified.mzXML Peak area,POS_MAZ_18_t3_modified.mzXML Peak area,POS_MAZ_17_t1_modified.mzXML Peak area,POS_MAZ_17_t2_modified.mzXML Peak area,POS_MAZ_17_t3_modified.mzXML Peak area,POS_MAZ_16_t1_modified.mzXML Peak area,POS_MAZ_16_t2_modified.mzXML Peak area,POS_MAZ_16_t3_modified.mzXML Peak area,
160,699.1893332735059,2.7065277,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273.3428,2041.3213,2240.6562,
161,119.0492781500035,2.7124445,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789.2495,1667.99,1638.7751,
162,218.54969899906678,2.7241943,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750.2125,1654.5864,1783.8599,
163,307.0423957927362,2.7304056,,,,,,,,,,,0,0,0,0,0,0,398.2394,374.81085,306.01993,0,0,0,0,0,0,0,0,0,
164,339.1075753415708,2.7307224,,,,,,,,,,,0,0,0,2183.7324,2054.1057,1906.6349,0,0,0,0,0,0,0,0,0,26288.809,25266.889,24915.18,
165,361.0895270154436,2.7335975,,,,,,,,,,,0,0,0,1209.4677,1229.4856,1233.82,0,0,0,0,0,0,0,0,0,7182.814,7312.187,7650.39,
166,147.04411543821115,2.7345533,,,,,,,,,,,0,0,0,3832.642,3943.6558,3699.29,1893.3987,2056.2556,1815.6685,0,0,0,0,0,0,42150.49,40263.293,40334.344,
167,227.55493539203667,2.7477112,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872.4443,891.23956,1042.106,
168,181.04954674085843,2.7538612,,,,,,,,,,,0,0,0,0,0,0,678.32477,768.2371,560.94885,0,0,0,0,0,0,0,0,0,
169,302.0871270975335,2.75385,,,,,,,,,,,0,0,0,0,0,0,741.9218,612.41296,481.36966,0,0,0,0,0,0,0,0,0,
170,239.0914983838345,2.7655723,,,,,,,,,,,0,0,0,0,0,0,1027.5475,949.6498,1099.6921,0,0,0,0,0,0,0,0,0,
171,289.07095088593655,2.7777002,,,,,,,,,,,0,0,0,379.72723,339.44147,316.58722,0,0,0,0,0,0,0,0,0,513.0153,462.61337,499.03943,
172,304.1391753038783,2.8531835,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,406.77145,333.16553,413.09558,0,0,0,
173,501.1607001926247,2.876889,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747.68726,664.4367,621.7034,
174,130.15901771397705,2.8941057,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,319.5919,256.11887,262.12915,0,0,0,
175,248.09173827147598,2.9236279,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5626.5063,5179.231,6404.3384,589.2197,524.5127,536.9943,
176,467.189301028071,2.9593112,,,,,,,,,,,0,0,0,0,0,0,0,0,0,601.0131,615.7451,603.07513,0,0,0,0,0,0,
177,265.14387740690114,2.9621694,,,,,,,,,,,0,0,0,503.41003,460.87704,413.2871,0,0,0,604.74615,679.0071,629.04376,0,0,0,0,0,0,
178,569.1501763709307,3.0415056,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770.1149,777.3337,797.8383,
179,517.1557032777947,3.0994778,,,,,,,,,,,0,0,0,0,0,0,995.2614,909.9831,987.2774,0,0,0,0,0,0,0,0,0,
180,312.16514950844703,3.111289,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1171.0679,761.2524,990.17096,0,0,0,
181,427.12345585668805,3.1116083,,,,,,,,,,,0,0,0,969.7965,601.33606,555.00934,0,0,0,0,0,0,0,0,0,663.23553,512.0727,433.86926,
182,317.1205072402285,3.1170666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1170.3953,1148.8378,1462.1746,0,0,0,
183,295.13864592386955,3.1288946,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,745.3147,612.55334,814.07996,0,0,0,
184,323.11004830403124,3.158139,,,,,,,,,,,0,0,0,0,0,0,729.44904,670.90125,616.3335,0,0,0,0,0,0,0,0,0,
185,160.0755711266095,3.193189,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,890.549,674.3473,917.032,0,0,0,
186,243.68509975337176,3.3171055,,,,,,,,,,,0,0,0,0,0,0,0,0,0,958.467,837.1872,654.82794,0,0,0,0,0,0,
187,449.16314406072246,3.4046056,,,,,,,,,,,0,0,0,548.8124,514.7345,520.22015,0,0,0,0,0,0,0,0,0,0,0,0,
188,323.110275243745,3.427872,,,,,,,,,,,0,0,0,0,0,0,778.40967,893.1928,773.60443,0,0,0,0,0,0,0,0,0,
189,287.11008040301306,3.445261,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,356.3709,557.58514,706.1122,0,0,0,
190,318.15496973642183,3.445489,,,,,,,,,,,0,0,0,0,0,0,685.9761,664.85126,541.89435,0,0,0,0,0,0,0,0,0,
191,179.03387780781193,3.4689333,,,,,,,,,,,0,0,0,420.88724,379.4764,330.8427,0,0,0,0,0,0,0,0,0,0,0,0,
192,235.55246313357816,3.538475,,,,,,,,,,,0,0,0,0,0,0,4538.4844,4738.95,5156.1914,0,0,0,380.04688,506.15576,636.1996,0,0,0,
193,377.08432397509705,3.538639,,,,,,,,,,,0,0,0,1208.1708,1135.8274,1207.9542,13213.289,13201.838,14073.282,0,0,0,1685.5509,1740.611,2051.8762,0,0,0,
194,374.0763028513133,3.5388114,,,,,,,,,,,0,0,0,0,0,0,2735.2185,2727.6907,2995.0696,0,0,0,0,0,0,0,0,0,
195,177.09112373064272,3.5405834,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104.6451,1000.52295,1002.4655,
196,355.10229927660976,3.5441945,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5937.86,5498.7275,6695.52,0,0,0,
197,726.224014701062,3.5505333,,,,,,,,,,,0,0,0,0,0,0,1184.4277,852.82465,916.4031,0,0,0,0,0,0,0,0,0,
198,195.10136477667638,3.55815,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175.782,1116.9581,1096.3363,
199,163.03901529152867,3.564515,,,,,,,,,,,0,0,0,0,0,0,29533.83,29235.47,27954.732,254.85403,326.33014,290.0111,1560.131,1600.4479,1838.5822,0,0,0,
200,731.1793773101863,3.567961,,,,,,,,,,,0,0,0,0,0,0,4547.1196,4116.4136,4446.818,0,0,0,0,0,0,0,0,0,
201,551.1242869102538,3.5681279,,,,,,,,,,,0,0,0,0,0,0,1039.2495,1006.1669,1143.2314,0,0,0,0,0,0,0,0,0,
202,372.12892454558624,3.5738223,,,,,,,,,,,0,0,0,0,0,0,3816.617,3319.874,2922.8167,0,0,0,0,0,0,0,0,0,
203,337.0893507553223,3.5851889,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,519.45447,517.23883,642.4233,0,0,0,
204,153.05437873294738,3.5852334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1197.8066,1006.54456,1260.3788,0,0,0,
205,181.04944295870249,3.6261055,,,,,,,,,,,0,0,0,641.5312,783.02856,740.01685,0,0,0,0,0,0,0,0,0,0,0,0,
206,267.156524102643,3.6323166,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,500.54633,399.25723,465.61053,0,0,0,
207,295.16542987272055,3.633389,,,,,,,,,,,0,0,0,940.0365,831.41345,879.83624,0,0,0,411.30005,514.72876,414.55728,0,0,0,656.97107,662.59973,587.06036,
208,265.1436997243753,3.6985667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.4752,516.2287,467.32812,
209,327.1079082021664,3.7567942,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4111.919,3684.6797,3722.1577,0,0,0,0,0,0,
210,147.04412096814193,3.762561,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7830.35,8480.154,8270.692,0,0,0,0,0,0,
211,675.190255259317,3.7626944,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2725.915,2676.7644,2751.062,0,0,0,0,0,0,
212,165.05464276817352,3.7650137,,,,,,,,,,,0,0,0,1232.3323,1207.1289,1107.3163,0,0,0,17779.31,18218.064,17758.873,1813.9255,1873.1327,2151.3477,1552.1804,1385.5446,1426.7847,
213,344.1342369546148,3.7678223,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2780.652,2383.499,2427.7554,2251.5388,1768.927,2115.3477,0,0,0,
214,349.08955621434137,3.767967,,,,,,,,,,,0,0,0,1992.3682,1742.2347,1696.0867,0,0,0,13654.61,13798.3125,14274.037,2603.321,2505.5747,3027.3933,2496.8115,2146.59,2178.7312,
215,192.03622934818495,3.7847946,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,350.51343,543.14,631.8701,0,0,0,
216,335.13337665877197,3.9139888,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,344.51282,331.2389,419.3641,0,0,0,
217,176.07028437200984,3.9551888,,,,,,,,,,,0,0,0,0,0,0,821.59595,687.6531,869.7809,0,0,0,0,0,0,0,0,0,
218,295.17513538009376,3.9551888,,,,,,,,,,,0,0,0,0,0,0,1836.0684,1384.2911,1639.061,0,0,0,0,0,0,0,0,0,
219,133.12246141677133,3.9610946,,,,,,,,,,,0,0,0,0,0,0,2439.857,2114.285,2395.7312,0,0,0,0,0,0,0,0,0,
220,317.15720856386963,3.9610946,,,,,,,,,,,0,0,0,0,0,0,3606.6948,3012.3936,3390.297,0,0,0,0,0,0,0,0,0,
221,115.11194228735657,3.9611444,,,,,,,,,,,0,0,0,0,0,0,994.5635,821.6746,986.0403,0,0,0,0,0,0,0,0,0,
222,569.1501198565576,3.9617584,,,,,,,,,,,0,0,0,725.15125,976.0841,977.2494,0,0,0,0,0,0,0,0,0,1242.4832,1487.6757,1474.9873,
223,243.1590142031981,3.9787056,,,,,,,,,,,0,0,0,0,0,0,465.77994,373.70248,424.45093,0,0,0,0,0,0,0,0,0,
224,97.10129833053288,3.9788,,,,,,,,,,,0,0,0,0,0,0,1316.2997,1117.5247,1315.0771,0,0,0,0,0,0,0,0,0,
225,417.11577206944713,4.131407,,,,,,,,,,,0,0,0,4339.82,4623.732,4801.326,3434.1514,3089.5232,3670.025,4681.4937,4704.896,5169.1406,3932.0474,3804.0505,4341.799,5837.204,5519.114,6249.4023,
226,414.10782582283656,4.1560497,,,,,,,,,,,0,0,0,1955.734,2128.6682,2329.4343,1127.1188,1059.8462,1201.5576,1565.4929,1861.6356,1957.1929,1186.1752,1209.2107,1495.2168,2662.3113,2707.6238,3066.5361,
227,245.54384181458803,4.1572347,,,,,,,,,,,0,0,0,1457.2394,1464.5927,1473.4213,996.7624,861.1613,891.928,1138.1692,1299.3909,1237.1514,887.53485,901.00323,978.52,1648.2501,1686.2161,1660.4816,
228,611.1717331411538,4.161903,,,,,,,,,,,0,0,0,0,0,0,0,0,0,397.5458,449.57425,481.50458,0,0,0,721.282,686.7422,828.1341,
229,789.2601223390653,4.165401,,,,,,,,,,,0,0,0,16323.258,14805.68,14659.756,6567.701,5314.8,5874.0596,6566.5034,6539.928,6398.3604,3499.693,2673.5796,3680.9346,28755.814,24380.44,24432.994,
230,395.1337304574054,4.169022,,,,,,,,,,,0,0,0,0,0,0,120736.0,110776.99,115366.484,0,0,0,84233.664,77983.2,93305.305,0,0,0,
231,811.2419113317494,4.171385,,,,,,,,,,,0,0,0,2306.3413,2265.388,2558.3223,1840.7444,1560.8992,1862.7639,2457.3862,2359.3672,2622.5242,1972.5286,1614.356,2016.0983,3216.9836,3015.08,3296.2908,
232,177.0547314112149,4.246428,,,,,,,,,,,0,0,0,1048.4185,1025.5966,942.67975,6736.8403,7224.8374,6131.7354,0,0,0,0,0,0,958.2038,848.9256,911.02423,
233,369.11818501022356,4.2503185,,,,,,,,,,,0,0,0,513.4825,569.64404,514.8335,4289.8853,4338.727,3722.6182,0,0,0,0,0,0,554.6507,550.0591,516.1256,
234,174.09126713222057,4.2831445,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,618.49963,497.85022,632.1476,0,0,0,
235,167.0701509266097,4.2946,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1481.2319,1190.8821,1499.9645,0,0,0,
236,163.0390354491166,4.3088303,,,,,,,,,,,0,0,0,7703.075,7664.47,7243.992,13745.576,14169.432,12516.439,0,0,0,0,0,0,0,0,0,
237,355.10247822016873,4.3088164,,,,,,,,,,,0,0,0,6788.8467,6588.6216,5961.0903,11931.801,12024.132,10545.58,0,0,0,0,0,0,0,0,0,
238,235.55262852200372,4.317806,,,,,,,,,,,0,0,0,0,0,0,812.9729,975.21826,954.70764,0,0,0,0,0,0,0,0,0,
239,226.54732058148363,4.3205914,,,,,,,,,,,0,0,0,557.25006,619.118,587.5118,918.3143,931.7664,842.42114,0,0,0,0,0,0,0,0,0,
240,374.0764005513126,4.323589,,,,,,,,,,,0,0,0,0,0,0,459.45178,535.51306,444.89053,0,0,0,0,0,0,0,0,0,
241,351.10475994563353,4.32375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,718.9064,620.4722,723.4654,0,0,0,
242,377.08433129622637,4.3803153,,,,,,,,,,,0,0,0,1551.324,1622.6631,1572.8322,2556.5295,2734.2856,2678.2039,0,0,0,626.2452,716.7862,897.68994,0,0,0,
243,233.08075603808143,4.388167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,305.80984,294.90088,344.9397,0,0,0,
244,329.12356032558176,4.4148164,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631.8849,574.59424,542.69714,
245,349.08924764998693,4.4352107,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,294.7201,246.09547,318.39813,0,0,0,
246,353.12325424827617,4.487796,,,,,,,,,,,0,0,0,1587.6946,1609.8793,1532.825,409.54623,356.6318,355.34192,824.92975,949.275,881.6906,858.2327,910.0396,1166.6306,1385.881,1380.9567,1324.7742,
247,315.1419058742858,4.4961667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,396.06107,372.47827,442.46985,0,0,0,0,0,0,
248,153.1276008386727,4.5056224,,,,,,,,,,,0,0,0,0,0,0,392.93503,364.19293,370.804,0,0,0,0,0,0,0,0,0,
249,316.21195852336865,4.5079684,,,,,,,,,,,0,0,0,315.50806,311.6833,294.01685,0,0,0,337.822,292.05374,357.14578,283.68854,344.20102,353.00586,0,0,0,
250,373.18327187958465,4.5232387,,,,,,,,,,,0,0,0,0,0,0,351.6251,210.72218,245.66248,0,0,0,0,0,0,0,0,0,
251,245.1863463521222,4.5440173,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.98196,275.10562,291.54868,
252,557.1864558340335,4.5446115,,,,,,,,,,,0,0,0,1173.6692,1137.1208,1044.452,0,0,0,0,0,0,0,0,0,2513.1118,2260.1672,2440.8464,
253,209.1535893720655,4.5466,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,386.52963,257.72668,280.74545,0,0,0,
254,266.1423031933943,4.579128,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617.627,1720.3157,1862.352,
255,355.1023219169993,4.586392,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2795.1174,2730.0166,3487.4238,289.72604,269.34885,224.39198,
256,409.1107761973779,4.636078,,,,,,,,,,,0,0,0,267.6071,266.81772,254.68976,0,0,0,344.08945,295.8077,285.44675,0,0,0,242.19232,231.05577,241.09468,
257,225.07584954785833,4.644056,,,,,,,,,,,0,0,0,418.9031,419.3429,388.2076,0,0,0,386.92648,376.7172,501.3525,0,0,0,0,0,0,
258,207.06511331387318,4.6607995,,,,,,,,,,,0,0,0,0,0,0,0,0,0,241.3518,218.0033,190.51343,0,0,0,0,0,0,
259,421.11321933818436,4.661245,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.34998,355.69263,346.26126,
260,299.110204760974,4.710789,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,935.2438,754.49084,981.7589,0,0,0,
261,397.1493211298122,4.7193875,,,,,,,,,,,0,0,0,427.80557,387.49866,389.2981,0,0,0,263.5335,337.0083,332.367,2094.626,1997.956,2649.9783,874.3293,868.44836,897.416,
262,428.1953152861022,4.7200837,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099.5642,1177.4036,1361.3447,
263,291.0474826238485,4.742711,,,,,,,,,,,0,0,0,401.92093,351.31534,296.3672,2027.4119,1957.9171,1713.8367,0,0,0,0,0,0,446.75415,458.2495,459.9372,
264,127.07546096599673,4.743261,,,,,,,,,,,0,0,0,0,0,0,0,0,0,486.54144,506.49362,514.7917,0,0,0,0,0,0,
265,286.0922940532843,4.746744,,,,,,,,,,,0,0,0,430.90112,352.93274,287.85287,2880.121,2453.9092,2059.9048,0,0,0,0,0,0,837.28674,608.9783,580.0178,
266,165.05466157248895,4.748585,,,,,,,,,,,0,0,0,421.19482,396.0399,309.5337,2193.5625,2131.8074,1825.8761,0,0,0,0,0,0,617.11475,637.21796,616.74133,
267,511.143054279713,4.7725945,,,,,,,,,,,0,0,0,0,0,0,0,0,0,225.0896,234.48196,242.16277,0,0,0,0,0,0,
268,119.04932833496791,4.7903724,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.77563,533.35223,525.27155,
269,227.5550436796655,4.7903724,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.9832,675.57996,684.92017,
270,361.08947511778047,4.7904887,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178.3308,2171.8352,2311.721,
271,358.0812620732611,4.796267,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.9634,453.75372,486.27997,
272,699.1891600867042,4.796267,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.46335,391.7679,369.59198,
273,147.04408097462638,4.796703,,,,,,,,,,,0,0,0,840.20856,1005.36523,839.1984,0,0,0,0,0,0,0,0,0,13904.7,13029.775,12979.363,
274,329.15979038664136,4.799089,,,,,,,,,,,0,0,0,0,0,0,268.22845,209.73584,261.89636,0,0,0,0,0,0,0,0,0,
275,209.153794030586,4.8018556,,,,,,,,,,,0,0,0,0,0,0,0,0,0,407.03745,447.1291,416.88947,0,0,0,0,0,0,
276,218.54971959765146,4.8020277,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612.7177,651.5885,649.8112,
277,339.10752636898866,4.8020277,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2965.6746,2701.1326,2715.9475,
278,263.12760218448597,4.8030334,,,,,,,,,,,0,0,0,428.16263,398.3242,371.72388,0,0,0,0,0,0,0,0,0,0,0,0,
279,518.1870662630355,4.8310666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.68762,327.33417,277.29175,
280,225.14839432680606,4.839889,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,429.66534,394.39963,505.3465,0,0,0,
281,266.1421868913865,4.8602557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998.7578,1090.7982,1180.0778,
282,167.07016311220957,4.921761,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,421.7337,387.1648,517.68195,0,0,0,
283,329.12298314346276,4.921761,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,622.0406,533.05554,671.54114,0,0,0,
284,153.1276678770899,4.963267,,,,,,,,,,,0,0,0,0,0,0,285.5057,305.25906,313.14032,0,0,0,0,0,0,0,0,0,
285,172.16952663898135,4.9805555,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,475.01627,372.7654,455.88208,0,0,0,
286,374.14490818325424,4.9865947,,,,,,,,,,,0,0,0,0,0,0,396.56235,337.61066,359.25177,0,0,0,0,0,0,0,0,0,
287,195.0653106615948,4.990547,,,,,,,,,,,0,0,0,409.6896,580.56213,487.67227,3409.2078,3090.9453,3157.0457,644.18005,658.15015,638.2072,0,0,0,526.20776,510.42255,434.32965,
288,735.2102843547149,4.9923778,,,,,,,,,,,0,0,0,0,0,0,261.79248,207.78224,225.09157,0,0,0,0,0,0,0,0,0,
289,195.10141548433137,4.9965963,,,,,,,,,,,0,0,0,648.3379,679.45087,565.0383,0,0,0,0,0,0,743.58496,634.8995,786.2896,614.6419,599.5717,592.64404,
290,379.1000851271411,4.996893,,,,,,,,,,,0,0,0,0,0,0,2823.135,2570.2573,2673.0486,720.52747,713.2816,780.6827,368.34616,231.5607,433.77942,531.7435,462.21457,508.40063,
291,177.05465255617946,4.99872,,,,,,,,,,,0,0,0,351.8386,365.39532,215.74185,1695.803,1589.4479,1666.6375,336.87695,395.46735,345.45557,0,0,0,0,0,0,
292,357.11824246438437,5.004028,,,,,,,,,,,0,0,0,0,0,0,499.34723,405.67456,432.37643,0,0,0,0,0,0,0,0,0,
293,429.2090674498618,5.004045,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,385.76828,276.84598,352.4757,0,0,0,
294,209.15386652692584,5.0057445,,,,,,,,,,,0,0,0,0,0,0,0,0,0,232.89648,267.2946,245.94618,543.69574,377.73648,562.7402,0,0,0,
295,227.1643087985042,5.0098557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,298.98367,251.89713,324.6632,0,0,0,
296,371.09719190461965,5.0744224,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,263.27402,323.21643,363.80157,0,0,0,
297,111.11721607344826,5.0907807,,,,,,,,,,,0,0,0,0,0,0,190.36946,209.64485,223.58063,296.18365,253.89214,196.31938,0,0,0,0,0,0,
298,331.1023706463045,5.097789,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,783.464,770.4828,874.79767,0,0,0,
299,370.17091380509873,5.106647,,,,,,,,,,,0,0,0,0,0,0,609.76855,483.19104,536.0055,0,0,0,1484.9362,958.44934,1269.8894,0,0,0,
300,285.13994575041573,5.1067834,,,,,,,,,,,0,0,0,0,0,0,0,0,0,190.67908,171.05391,177.9357,0,0,0,0,0,0,
301,353.14421890011204,5.1093946,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,808.34863,672.08,780.6426,0,0,0,
302,375.1263063537352,5.1095667,,,,,,,,,,,0,0,0,0,0,0,610.4158,508.45007,539.8047,0,0,0,1386.3855,1338.3467,1600.484,0,0,0,
303,335.1338923981232,5.1124887,,,,,,,,,,,0,0,0,0,0,0,408.54733,401.73715,391.68747,0,0,0,1074.8115,1015.74744,1193.0233,0,0,0,
304,177.1123264191252,5.115453,,,,,,,,,,,0,0,0,0,0,0,945.295,841.79675,871.83185,0,0,0,2354.8599,2111.0442,2471.781,0,0,0,
305,340.160609624959,5.127256,,,,,,,,,,,0,0,0,0,0,0,493.97046,391.30807,411.65076,0,0,0,0,0,0,0,0,0,
306,245.1860884459272,5.1509223,,,,,,,,,,,0,0,0,225.63448,246.0283,229.43468,0,0,0,0,0,0,0,0,0,895.9325,746.68604,859.3243,
307,501.1600124247795,5.1536946,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.5372,238.1037,202.24704,
308,172.16962370141144,5.156222,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,286.7362,290.11142,280.93732,0,0,0,
309,523.1425636094601,5.1594777,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.41302,266.1098,272.22003,
310,273.1309407144438,5.1856556,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,383.6847,305.51254,402.36185,0,0,0,
311,227.5549932840419,5.2313476,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1286.481,1511.7095,1788.6201,507.6739,522.90845,549.8058,
312,361.08951113221497,5.2335925,,,,,,,,,,,0,0,0,0,0,0,3558.218,3408.7273,3408.6855,0,0,0,5207.991,5471.747,6058.0425,2030.9257,2055.3481,2081.6394,
313,339.10757632895337,5.237485,,,,,,,,,,,0,0,0,0,0,0,9279.122,8908.599,8360.6875,0,0,0,15342.815,13664.643,15605.798,5190.8926,4791.748,4572.7017,
314,699.1891912852255,5.2384386,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1163.5557,914.119,1388.1672,0,0,0,
315,372.1292033527922,5.243872,,,,,,,,,,,0,0,0,0,0,0,1459.8608,1229.282,1396.5979,0,0,0,0,0,0,0,0,0,
316,147.04410290901004,5.2440944,,,,,,,,,,,0,0,0,0,0,0,4371.1206,4228.6494,3965.891,0,0,0,7456.5063,6430.754,7702.4585,0,0,0,
317,358.0813697954472,5.2443166,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,568.18756,751.6627,790.3671,0,0,0,
318,163.03920472494127,5.24975,,,,,,,,,,,0,0,0,0,0,0,3714.0757,3833.3154,3621.8582,0,0,0,0,0,0,0,0,0,
319,465.1389858277312,5.2619443,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,278.44632,247.2308,294.37753,0,0,0,
320,422.2389816177039,5.296478,,,,,,,,,,,0,0,0,0,0,0,212.54755,158.79199,219.92136,0,0,0,0,0,0,0,0,0,
321,427.19440893725533,5.296478,,,,,,,,,,,0,0,0,0,0,0,585.7572,287.91327,560.7124,0,0,0,0,0,0,0,0,0,
322,225.14877031006654,5.302345,,,,,,,,,,,0,0,0,0,0,0,1411.7976,1441.2858,1739.8658,0,0,0,0,0,0,0,0,0,
323,507.14997478498026,5.3235335,,,,,,,,,,,0,0,0,326.1742,311.55264,328.4768,0,0,0,0,0,0,0,0,0,0,0,0,
324,431.13118590420316,5.361711,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1188.3075,972.726,1245.7604,0,0,0,
325,409.14906733666186,5.3675556,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,6877.849,6137.8965,7395.6787,0,0,0,
326,411.16478643816345,5.426128,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,33244.297,31244.074,38434.074,0,0,0,
327,433.1466173730316,5.426128,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1868.9325,1690.4642,2027.7435,0,0,0,
328,821.3221471497919,5.426128,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1083.1969,767.87885,1188.8467,0,0,0,
329,843.3034485153354,5.426128,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,548.76337,391.3977,508.08942,0,0,0,
330,293.19156814050484,5.4342694,,,,,,,,,,,0,0,0,395.8269,451.6333,478.96613,312.90805,377.35538,530.62195,469.68408,405.36838,470.72214,0,0,0,424.73135,407.2713,397.03018,
